,day_column_depth,date_R,column,depth,increment,variety,moisture,concNO3N,NO3N_ha,N2O,CO2,mgN2ONm3,mgCO2Cm3,gN2ONha,gCO2Cha,CN,d15Nbulk,d15Nalpha,d15Nbeta,SP,d18O
5882,2015338 C2 120,2015338,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5883,2015338 C2 30,2015338,C2,30,30,Probus,0.211530208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5884,2015338 C2 60,2015338,C2,60,30,Probus,0.28923125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5885,2015338 C2 7.5,2015338,C2,7.5,15,Probus,0.252098438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5886,2015338 C2 90,2015338,C2,90,30,Probus,0.300345833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5887,2015338 C3 120,2015338,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5888,2015338 C3 30,2015338,C3,30,30,CH Claro,0.269881771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5889,2015338 C3 60,2015338,C3,60,30,CH Claro,0.233658333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5890,2015338 C3 7.5,2015338,C3,7.5,15,CH Claro,0.237497917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5891,2015338 C3 90,2015338,C3,90,30,CH Claro,0.30256875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5892,2015338 C4 120,2015338,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5893,2015338 C4 30,2015338,C4,30,30,Monte Calme 268,0.247551563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5894,2015338 C4 60,2015338,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5895,2015338 C4 7.5,2015338,C4,7.5,15,Monte Calme 268,0.238861979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5896,2015338 C4 90,2015338,C4,90,30,Monte Calme 268,0.292363542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5897,2015338 C5 120,2015338,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5898,2015338 C5 30,2015338,C5,30,30,Probus,0.250986979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5899,2015338 C5 60,2015338,C5,60,30,Probus,0.265082292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5900,2015338 C5 7.5,2015338,C5,7.5,15,Probus,0.194807813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5901,2015338 C5 90,2015338,C5,90,30,Probus,0.307570313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5902,2015338 C6 120,2015338,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5903,2015338 C6 30,2015338,C6,30,30,CH Claro,0.254169792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5904,2015338 C6 60,2015338,C6,60,30,CH Claro,0.310803646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5905,2015338 C6 7.5,2015338,C6,7.5,15,CH Claro,0.231132292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5906,2015338 C7 120,2015338,C7,120,30,Monte Calme 268,0.298981771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5907,2015338 C7 30,2015338,C7,30,30,Monte Calme 268,0.237194792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5908,2015338 C7 60,2015338,C7,60,30,Monte Calme 268,0.279278646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5909,2015338 C7 7.5,2015338,C7,7.5,15,Monte Calme 268,0.21405625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5910,2015338 C7 90,2015338,C7,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5911,2015338 C8 120,2015338,C8,120,30,CH Claro,0.316866146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5912,2015338 C8 30,2015338,C8,30,30,CH Claro,0.262101563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5913,2015338 C8 60,2015338,C8,60,30,CH Claro,0.2704375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5914,2015338 C8 7.5,2015338,C8,7.5,15,CH Claro,0.191776563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5915,2015338 C8 90,2015338,C8,90,30,CH Claro,0.312420313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5916,2015338 C9 120,2015338,C9,120,30,Probus,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5917,2015338 C9 30,2015338,C9,30,30,Probus,0.269881771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5918,2015338 C9 60,2015338,C9,60,30,Probus,0.240023958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5919,2015338 C9 7.5,2015338,C9,7.5,15,Probus,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5920,2015338 C9 90,2015338,C9,90,30,Probus,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5921,2015339 C1 120,2015339,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5922,2015339 C1 30,2015339,C1,30,30,Zinal,0.312925521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5923,2015339 C1 60,2015339,C1,60,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5924,2015339 C1 7.5,2015339,C1,7.5,15,Zinal,0.21345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5925,2015339 C1 90,2015339,C1,90,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5926,2015339 C10 120,2015339,C10,120,30,Zinal,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5927,2015339 C10 30,2015339,C10,30,30,Zinal,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5928,2015339 C10 60,2015339,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5929,2015339 C10 7.5,2015339,C10,7.5,15,Zinal,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5930,2015339 C10 90,2015339,C10,90,30,Zinal,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5931,2015339 C11 120,2015339,C11,120,30,Zinal,0.322271875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5932,2015339 C11 30,2015339,C11,30,30,Zinal,0.264375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5933,2015339 C11 60,2015339,C11,60,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5934,2015339 C11 7.5,2015339,C11,7.5,15,Zinal,0.196475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5935,2015339 C11 90,2015339,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5936,2015339 C12 120,2015339,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5937,2015339 C12 30,2015339,C12,30,30,Monte Calme 268,0.215875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5938,2015339 C12 60,2015339,C12,60,30,Monte Calme 268,0.229364063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5939,2015339 C12 7.5,2015339,C12,7.5,15,Monte Calme 268,0.194807813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5940,2015339 C12 90,2015339,C12,90,30,Monte Calme 268,0.294738021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5941,2015339 C2 120,2015339,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5942,2015339 C2 30,2015339,C2,30,30,Probus,0.211025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5943,2015339 C2 60,2015339,C2,60,30,Probus,0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5944,2015339 C2 7.5,2015339,C2,7.5,15,Probus,0.247854688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5945,2015339 C2 90,2015339,C2,90,30,Probus,0.298476563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5946,2015339 C3 120,2015339,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5947,2015339 C3 30,2015339,C3,30,30,CH Claro,0.2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5948,2015339 C3 60,2015339,C3,60,30,CH Claro,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5949,2015339 C3 7.5,2015339,C3,7.5,15,CH Claro,0.233001563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5950,2015339 C3 90,2015339,C3,90,30,CH Claro,0.301911979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5951,2015339 C4 120,2015339,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5952,2015339 C4 30,2015339,C4,30,30,Monte Calme 268,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5953,2015339 C4 60,2015339,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5954,2015339 C4 7.5,2015339,C4,7.5,15,Monte Calme 268,0.235780208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5955,2015339 C4 90,2015339,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5956,2015339 C5 120,2015339,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5957,2015339 C5 30,2015339,C5,30,30,Probus,0.249572396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5958,2015339 C5 60,2015339,C5,60,30,Probus,0.264375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5959,2015339 C5 7.5,2015339,C5,7.5,15,Probus,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5960,2015339 C5 90,2015339,C5,90,30,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5961,2015339 C6 120,2015339,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5962,2015339 C6 30,2015339,C6,30,30,CH Claro,0.25225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5963,2015339 C6 60,2015339,C6,60,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5964,2015339 C6 7.5,2015339,C6,7.5,15,CH Claro,0.22618125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5965,2015339 C7 120,2015339,C7,120,30,Monte Calme 268,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5966,2015339 C7 30,2015339,C7,30,30,Monte Calme 268,0.235123438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5967,2015339 C7 60,2015339,C7,60,30,Monte Calme 268,0.278925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5968,2015339 C7 7.5,2015339,C7,7.5,15,Monte Calme 268,0.21345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5969,2015339 C7 90,2015339,C7,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5970,2015339 C8 120,2015339,C8,120,30,CH Claro,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5971,2015339 C8 30,2015339,C8,30,30,CH Claro,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5972,2015339 C8 60,2015339,C8,60,30,CH Claro,0.267709375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5973,2015339 C8 7.5,2015339,C8,7.5,15,CH Claro,0.190210417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5974,2015339 C8 90,2015339,C8,90,30,CH Claro,0.311814063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5975,2015339 C9 120,2015339,C9,120,30,Probus,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5976,2015339 C9 30,2015339,C9,30,30,Probus,0.262707813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5977,2015339 C9 60,2015339,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5978,2015339 C9 7.5,2015339,C9,7.5,15,Probus,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5979,2015339 C9 90,2015339,C9,90,30,Probus,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5980,2015340 C1 120,2015340,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5981,2015340 C1 30,2015340,C1,30,30,Zinal,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5982,2015340 C1 60,2015340,C1,60,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5983,2015340 C1 7.5,2015340,C1,7.5,15,Zinal,0.211176563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5984,2015340 C1 90,2015340,C1,90,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5985,2015340 C10 120,2015340,C10,120,30,Zinal,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5986,2015340 C10 30,2015340,C10,30,30,Zinal,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5987,2015340 C10 60,2015340,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5988,2015340 C10 7.5,2015340,C10,7.5,15,Zinal,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5989,2015340 C10 90,2015340,C10,90,30,Zinal,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5990,2015340 C11 120,2015340,C11,120,30,Zinal,0.320301563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5991,2015340 C11 30,2015340,C11,30,30,Zinal,0.263869792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5992,2015340 C11 60,2015340,C11,60,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5993,2015340 C11 7.5,2015340,C11,7.5,15,Zinal,0.196475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5994,2015340 C11 90,2015340,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5995,2015340 C12 120,2015340,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5996,2015340 C12 30,2015340,C12,30,30,Monte Calme 268,0.215875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5997,2015340 C12 60,2015340,C12,60,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5998,2015340 C12 7.5,2015340,C12,7.5,15,Monte Calme 268,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5999,2015340 C12 90,2015340,C12,90,30,Monte Calme 268,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,2015340 C2 120,2015340,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6001,2015340 C2 30,2015340,C2,30,30,Probus,0.211025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6002,2015340 C2 60,2015340,C2,60,30,Probus,0.287715625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6003,2015340 C2 7.5,2015340,C2,7.5,15,Probus,0.244419271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6004,2015340 C2 90,2015340,C2,90,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6005,2015340 C3 120,2015340,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6006,2015340 C3 30,2015340,C3,30,30,CH Claro,0.2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6007,2015340 C3 60,2015340,C3,60,30,CH Claro,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6008,2015340 C3 7.5,2015340,C3,7.5,15,CH Claro,0.228353646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6009,2015340 C3 90,2015340,C3,90,30,CH Claro,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6010,2015340 C4 120,2015340,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6011,2015340 C4 30,2015340,C4,30,30,Monte Calme 268,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6012,2015340 C4 60,2015340,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6013,2015340 C4 7.5,2015340,C4,7.5,15,Monte Calme 268,0.233254167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6014,2015340 C4 90,2015340,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6015,2015340 C5 120,2015340,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6016,2015340 C5 30,2015340,C5,30,30,Probus,0.2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6017,2015340 C5 60,2015340,C5,60,30,Probus,0.263920313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6018,2015340 C5 7.5,2015340,C5,7.5,15,Probus,0.193696354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6019,2015340 C5 90,2015340,C5,90,30,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6020,2015340 C6 120,2015340,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6021,2015340 C6 30,2015340,C6,30,30,CH Claro,0.25225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6022,2015340 C6 60,2015340,C6,60,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6023,2015340 C6 7.5,2015340,C6,7.5,15,CH Claro,0.223200521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6024,2015340 C7 120,2015340,C7,120,30,Monte Calme 268,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6025,2015340 C7 30,2015340,C7,30,30,Monte Calme 268,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6026,2015340 C7 60,2015340,C7,60,30,Monte Calme 268,0.278925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6027,2015340 C7 7.5,2015340,C7,7.5,15,Monte Calme 268,0.211227083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6028,2015340 C7 90,2015340,C7,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6029,2015340 C8 120,2015340,C8,120,30,CH Claro,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6030,2015340 C8 30,2015340,C8,30,30,CH Claro,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6031,2015340 C8 60,2015340,C8,60,30,CH Claro,0.2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6032,2015340 C8 7.5,2015340,C8,7.5,15,CH Claro,0.189250521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6033,2015340 C8 90,2015340,C8,90,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034,2015340 C9 120,2015340,C9,120,30,Probus,0.325101042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6035,2015340 C9 30,2015340,C9,30,30,Probus,0.257504167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6036,2015340 C9 60,2015340,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037,2015340 C9 7.5,2015340,C9,7.5,15,Probus,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6038,2015340 C9 90,2015340,C9,90,30,Probus,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6039,2015341 C1 120,2015341,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6040,2015341 C1 30,2015341,C1,30,30,Zinal,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6041,2015341 C1 60,2015341,C1,60,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6042,2015341 C1 7.5,2015341,C1,7.5,15,Zinal,0.211025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6043,2015341 C1 90,2015341,C1,90,30,Zinal,0.319594271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6044,2015341 C10 120,2015341,C10,120,30,Zinal,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6045,2015341 C10 30,2015341,C10,30,30,Zinal,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6046,2015341 C10 60,2015341,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6047,2015341 C10 7.5,2015341,C10,7.5,15,Zinal,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6048,2015341 C10 90,2015341,C10,90,30,Zinal,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6049,2015341 C11 120,2015341,C11,120,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6050,2015341 C11 30,2015341,C11,30,30,Zinal,0.262859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6051,2015341 C11 60,2015341,C11,60,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6052,2015341 C11 7.5,2015341,C11,7.5,15,Zinal,0.195414063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6053,2015341 C11 90,2015341,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6054,2015341 C12 120,2015341,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6055,2015341 C12 30,2015341,C12,30,30,Monte Calme 268,0.215875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6056,2015341 C12 60,2015341,C12,60,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6057,2015341 C12 7.5,2015341,C12,7.5,15,Monte Calme 268,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6058,2015341 C12 90,2015341,C12,90,30,Monte Calme 268,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6059,2015341 C2 120,2015341,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6060,2015341 C2 30,2015341,C2,30,30,Probus,0.211025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6061,2015341 C2 60,2015341,C2,60,30,Probus,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
